# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar  9 15:43:57 2021
#
# User preference: *
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and pl_orbper not null
# CONSTRAINT:  and pl_massj not null)
# CONSTRAINT:  order by pl_controv_flag desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_locale:    Discovery Locale
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_massjlim:    Planet Mass [Jupiter Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HATS-1 b,HATS-1,1,1,Transit,2012,Ground,HATSouth,0,3.44645900,0.00000400,-0.00000400,0,1.302,0.160,-0.098,0,556.20250,60.38770,-60.38770,0,1.75000,0.19000,-0.19000,0,,,,,,5870.00,100.00,-100.00,0,0.99,0.05,-0.05,0,6.000,2.800,-2.800,0,283.9710000,3.7780000,-3.6820000,11.9363000,0.0002630,-0.0002630
HATS-1 b,HATS-1,1,1,Transit,2012,Ground,HATSouth,0,3.44645900,0.00000400,-0.00000400,0,1.302,0.162,-0.098,0,589.55000,83.26800,-62.29200,0,1.85500,0.26200,-0.19600,0,1359,89,-59,0,,5870.00,100.00,,0,0.99,0.05,,0,,,,,283.9710000,3.7780000,-3.6820000,11.9363000,0.0002630,-0.0002630
HATS-10 b,HATS-10,1,1,Transit,2015,Ground,HATSouth,0,3.31284600,0.00000580,-0.00000580,0,0.969,0.061,-0.045,0,167.17858,25.74423,-25.74423,0,0.52600,0.08100,-0.08100,0,1407,39,-39,0,,5880.00,120.00,-120.00,0,1.10,0.05,-0.05,0,3.300,1.700,-1.700,0,534.8890000,7.7240000,-7.5120000,12.9838000,0.0004040,-0.0004040
HATS-10 b,HATS-10,1,1,Transit,2015,Ground,HATSouth,0,3.31284600,0.00000580,-0.00000580,0,0.969,0.061,-0.045,0,185.93055,30.82951,-38.13960,0,0.58500,0.09700,-0.12000,0,,,,,,5880.00,120.00,-120.00,0,1.10,0.05,-0.05,0,3.300,1.700,-1.700,0,534.8890000,7.7240000,-7.5120000,12.9838000,0.0004040,-0.0004040
HATS-11 b,HATS-11,1,1,Transit,2016,Ground,HATSouth,0,3.61916340,0.00000310,-0.00000310,0,1.487,0.031,-0.031,0,263.79890,31.78300,-31.78300,0,0.83000,0.10000,-0.10000,0,,,,,,5871.00,122.00,-122.00,0,1.06,,,0,,,,,944.6030000,32.2620000,-30.2330000,13.8333000,0.0002550,-0.0002550
HATS-11 b,HATS-11,1,1,Transit,2016,Ground,HATSouth,0,3.61916130,0.00000990,-0.00000990,0,1.510,0.078,-0.078,0,270.15550,38.13960,-38.13960,0,0.85000,0.12000,-0.12000,0,1637,48,-48,0,G0,6060.00,150.00,-150.00,0,1.00,0.06,-0.06,0,7.700,2.200,-1.600,0,944.6030000,32.2620000,-30.2330000,13.8333000,0.0002550,-0.0002550
HATS-12 b,HATS-12,1,1,Transit,2016,Ground,HATSouth,0,3.14283300,0.00001100,-0.00001100,0,1.350,0.170,-0.170,0,756.43540,34.96130,-34.96130,0,2.38000,0.11000,-0.11000,0,2097,89,-89,0,F,6408.00,75.00,-75.00,0,1.49,0.07,-0.07,0,2.360,0.310,-0.310,0,746.1380000,,,12.6766000,0.0006090,-0.0006090
HATS-12 b,HATS-12,1,1,Transit,2016,Ground,HATSouth,0,3.14283470,0.00000220,-0.00000220,0,1.384,0.059,-0.059,0,759.61370,27.65121,-27.65121,0,2.39000,0.08700,-0.08700,0,,,,,,,,,,,,,,,,,,746.1380000,,,12.6766000,0.0006090,-0.0006090
HATS-13 b,HATS-13,1,1,Transit,2015,Ground,HATSouth,0,3.04404990,0.00000270,-0.00000270,0,1.212,0.035,-0.035,0,188.15536,27.65121,-31.14734,0,0.59200,0.08700,-0.09800,0,,,,,,5523.00,69.00,-69.00,0,0.96,0.03,-0.03,0,2.500,1.700,-1.700,0,421.8550000,8.5010000,-8.1770000,13.6799000,0.0003000,-0.0003000
HATS-13 b,HATS-13,1,1,Transit,2015,Ground,HATSouth,0,3.04404990,0.00000270,-0.00000270,0,1.212,0.035,-0.035,0,172.58169,22.88376,-22.88376,0,0.54300,0.07200,-0.07200,0,1244,20,-20,0,,5523.00,69.00,-69.00,0,0.96,0.03,-0.03,0,2.500,1.700,-1.700,0,421.8550000,8.5010000,-8.1770000,13.6799000,0.0003000,-0.0003000
HATS-14 b,HATS-14,1,1,Transit,2015,Ground,HATSouth,0,2.76676410,0.00000270,-0.00000270,0,1.039,0.032,-0.022,0,339.76027,29.87602,-30.82951,0,1.06900,0.09400,-0.09700,0,,,,,,5346.00,60.00,-60.00,0,0.97,0.02,-0.02,0,4.900,1.700,-1.700,0,513.0110000,9.2870000,-8.9680000,13.7712000,0.0003150,-0.0003150
HATS-14 b,HATS-14,1,1,Transit,2015,Ground,HATSouth,0,2.76676400,0.00000300,-0.00000200,0,1.040,0.030,-0.020,0,340.07810,22.24810,-22.24810,0,1.07000,0.07000,-0.07000,0,,,,,,5408.00,65.00,-65.00,0,0.97,0.02,-0.02,0,4.900,1.700,-1.700,0,513.0110000,9.2870000,-8.9680000,13.7712000,0.0003150,-0.0003150
HATS-14 b,HATS-14,1,1,Transit,2015,Ground,HATSouth,0,2.76676410,0.00000270,-0.00000270,0,1.039,0.032,-0.022,0,340.39593,22.24810,-22.24810,0,1.07100,0.07000,-0.07000,0,1276,20,-20,0,,5346.00,60.00,-60.00,0,0.97,0.02,-0.02,0,4.900,1.700,-1.700,0,513.0110000,9.2870000,-8.9680000,13.7712000,0.0003150,-0.0003150
HATS-15 b,HATS-15,1,1,Transit,2016,Ground,HATSouth,0,1.74748753,0.00000094,-0.00000094,0,1.105,0.040,-0.040,0,689.69110,47.67450,-47.67450,0,2.17000,0.15000,-0.15000,0,1505,30,-30,0,G9 V,5311.00,77.00,-77.00,0,0.87,0.02,-0.02,0,11.000,1.400,-2.000,0,1139.5500000,99.7000000,-85.1100000,14.6473000,0.0004170,-0.0004170
HATS-16 b,HATS-16,1,1,Transit,2016,Ground,HATSouth,0,2.68650200,0.00001100,-0.00001100,0,1.300,0.150,-0.150,0,1039.30410,60.38770,-60.38770,0,3.27000,0.19000,-0.19000,0,1592,61,-82,0,G3 V,5738.00,79.00,-79.00,0,0.97,0.04,-0.04,0,9.500,1.800,-1.800,0,757.0440000,13.7350000,-13.2620000,13.6864000,0.0006110,-0.0006110
HATS-17 b,HATS-17,1,1,Transit,2016,Ground,HATSouth,0,16.25461100,0.00007300,-0.00007300,0,0.777,0.056,-0.056,0,425.25654,20.65895,-20.65895,0,1.33800,0.06500,-0.06500,0,814,25,-25,0,G V,5846.00,78.00,-78.00,0,1.13,0.03,-0.03,0,2.100,1.300,-1.300,0,400.3310000,10.2280000,-9.7400000,12.2179000,0.0002490,-0.0002490
HATS-18 b,HATS-18,1,1,Transit,2016,Ground,Multiple Observatories,0,0.83784000,0.00000047,-0.00000047,0,1.329,0.075,-0.075,0,629.14449,24.15508,-24.15508,0,1.97950,0.07600,-0.07600,0,2069,45,-45,0,,5600.00,120.00,-120.00,0,1.04,0.05,-0.05,0,,,,,624.3680000,16.1470000,-15.3660000,13.8786000,0.0006130,-0.0006130
HATS-18 b,HATS-18,1,1,Transit,2016,Ground,Multiple Observatories,0,0.83784340,0.00000047,-0.00000047,0,1.337,0.102,-0.049,0,629.30340,24.47291,-24.47291,0,1.98000,0.07700,-0.07700,0,2060,59,-59,0,G V,5600.00,120.00,-120.00,0,1.04,0.05,-0.05,0,4.200,2.200,-2.200,0,624.3680000,16.1470000,-15.3660000,13.8786000,0.0006130,-0.0006130
HATS-2 b,HATS-2,1,1,Transit,2013,Ground,HATSouth,0,1.35413300,0.00000100,-0.00000100,0,1.168,0.030,-0.030,0,486.27990,38.13960,-73.10090,0,1.53000,0.12000,-0.23000,0,,,,,,5227.00,95.00,-95.00,0,0.88,0.04,-0.04,0,9.700,2.900,-2.900,0,341.9250000,3.6740000,-3.5980000,13.3419000,0.0007790,-0.0007790
HATS-2 b,HATS-2,1,1,Transit,2013,Ground,HATSouth,0,1.35413300,0.00000100,-0.00000100,0,1.168,0.030,-0.030,0,427.46300,47.67200,-47.67200,0,1.34500,0.15000,-0.15000,0,1577,31,-31,0,K,5227.00,95.00,-95.00,0,0.88,0.04,-0.04,0,9.700,2.900,-2.900,0,341.9250000,3.6740000,-3.5980000,13.3419000,0.0007790,-0.0007790
HATS-22 b,HATS-22,1,1,Transit,2017,Ground,HATSouth,0,4.72281240,0.00000520,-0.00000520,0,0.953,0.048,-0.029,0,870.85420,34.96130,-34.96130,0,2.74000,0.11000,-0.11000,0,858,24,-17,0,K V,4803.00,55.00,-55.00,0,0.76,0.02,-0.02,0,,,,,229.5180000,1.6120000,-1.5900000,13.1225000,0.0004400,-0.0004400
HATS-23 b,HATS-23,1,1,Transit,2017,Ground,HATSouth,0,2.16051560,0.00000450,-0.00000450,0,1.860,0.300,-0.400,0,467.21010,22.88376,-22.88376,0,1.47000,0.07200,-0.07200,0,1654,54,-54,0,G V,5780.00,120.00,-120.00,0,1.12,0.05,-0.05,0,4.200,1.500,-1.500,0,639.0040000,9.6090000,-9.3340000,13.7520000,0.0002930,-0.0002930
HATS-24 b,HATS-24,1,1,Transit,2017,Ground,HATSouth,0,1.34849540,0.00000130,-0.00000130,0,1.487,0.078,-0.054,0,775.50520,57.20940,-57.20940,0,2.44000,0.18000,-0.18000,0,2067,39,-39,0,F V,6346.00,81.00,-81.00,0,1.21,0.03,-0.03,0,0.880,0.670,-0.450,0,494.1820000,12.4680000,-11.8800000,12.6911000,0.0002920,-0.0002920
HATS-24 b,HATS-24,1,1,Transit,2017,Ground,HATSouth,0,1.34849780,0.00000090,-0.00000090,0,1.395,0.057,-0.057,0,718.29580,54.03110,-54.03110,0,2.26000,0.17000,-0.17000,0,2166,53,-53,0,,6125.00,94.00,-94.00,0,1.07,0.03,-0.05,0,3.700,2.000,-1.800,0,494.1820000,12.4680000,-11.8800000,12.6911000,0.0002920,-0.0002920
HATS-25 b,HATS-25,1,1,Transit,2016,Ground,HATSouth,0,4.29864320,0.00000450,-0.00000450,0,1.260,0.100,-0.100,0,194.82979,13.34886,-13.34886,0,0.61300,0.04200,-0.04200,0,1277,42,-42,0,G,5715.00,73.00,-73.00,0,0.99,0.04,-0.04,0,7.500,1.900,-1.900,0,471.1580000,9.1250000,-8.7900000,12.9353000,0.0003230,-0.0003230
HATS-26 b,HATS-26,1,1,Transit,2016,Ground,HATSouth,0,3.30238810,0.00000760,-0.00000760,0,1.750,0.210,-0.210,0,206.58950,24.15508,-24.15508,0,0.65000,0.07600,-0.07600,0,1918,61,-61,0,F,6071.00,81.00,-81.00,0,1.30,0.11,-0.06,0,4.040,0.620,-0.940,0,861.8430000,25.2180000,-23.8470000,12.8431000,0.0002780,-0.0002780
HATS-27 b,HATS-27,1,1,Transit,2016,Ground,HATSouth,0,4.63703800,0.00001400,-0.00001400,0,1.500,0.200,-0.110,0,168.44990,41.31790,-41.31790,0,0.53000,0.13000,-0.13000,0,1659,66,-46,0,F,6438.00,64.00,-64.00,0,1.42,0.05,-0.05,0,2.300,0.220,-0.220,0,816.9880000,41.0720000,-37.3810000,12.6792000,0.0002990,-0.0002990
HATS-28 b,HATS-28,1,1,Transit,2016,Ground,HATSouth,0,3.18107810,0.00000390,-0.00000390,0,1.194,0.070,-0.070,0,213.58176,27.65121,-27.65121,0,0.67200,0.08700,-0.08700,0,1253,35,-35,0,G,5498.00,84.00,-84.00,0,0.93,0.04,-0.04,0,6.200,2.800,-2.800,0,535.3830000,7.9260000,-7.7030000,13.7929000,0.0004620,-0.0004620
HATS-29 b,HATS-29,1,1,Transit,2016,Ground,HATSouth,0,4.60587490,0.00000630,-0.00000630,0,1.251,0.061,-0.061,0,207.54299,20.02329,-20.02329,0,0.65300,0.06300,-0.06300,0,1212,30,-30,0,G,5670.00,110.00,-110.00,0,1.03,0.05,-0.05,0,5.500,2.600,-1.700,0,353.8910000,4.9860000,-4.8520000,12.4594000,0.0002270,-0.0002270
HATS-3 b,HATS-3,1,1,Transit,2013,Ground,HATSouth,0,3.54785100,0.00000500,-0.00000500,0,1.381,0.035,-0.035,0,340.38200,43.22300,-43.22300,0,1.07100,0.13600,-0.13600,0,1648,24,-24,0,F,6351.00,76.00,-76.00,0,1.21,0.04,-0.04,0,3.200,0.600,-0.400,0,411.2110000,7.8960000,-7.6080000,11.8914000,0.0003160,-0.0003160
HATS-3 b,HATS-3,1,1,Transit,2013,Ground,HATSouth,0,3.54785100,0.00000500,-0.00000500,0,1.381,0.035,-0.035,0,340.39593,43.22488,-43.22488,0,1.07100,0.13600,-0.13600,0,,,,,,6351.00,76.00,-76.00,0,1.21,0.04,-0.04,0,3.200,0.600,-0.400,0,411.2110000,7.8960000,-7.6080000,11.8914000,0.0003160,-0.0003160
HATS-3 b,HATS-3,1,1,Transit,2013,Ground,HATSouth,0,3.54785000,0.00000500,-0.00000500,0,0.990,0.190,-0.190,0,174.80650,73.10090,-73.10090,0,0.55000,0.23000,-0.23000,0,,,,,,6351.00,76.00,-76.00,0,0.44,0.26,-0.26,0,,,,,411.2110000,7.8960000,-7.6080000,11.8914000,0.0003160,-0.0003160
HATS-3 b,HATS-3,1,1,Transit,2013,Ground,HATSouth,0,3.54785100,0.00000500,-0.00000500,0,1.381,0.035,-0.035,0,349.61300,57.20940,-60.38770,0,1.10000,0.18000,-0.19000,0,,,,,,6351.00,76.00,-76.00,0,1.21,0.04,-0.04,0,3.200,0.600,-0.400,0,411.2110000,7.8960000,-7.6080000,11.8914000,0.0003160,-0.0003160
HATS-30 b,HATS-30,2,1,Transit,2016,Ground,HATSouth,0,3.17435160,0.00000260,-0.00000260,0,1.175,0.052,-0.052,0,224.38798,12.39537,-12.39537,0,0.70600,0.03900,-0.03900,0,1414,32,-32,0,G,5943.00,70.00,-70.00,0,1.09,0.03,-0.03,0,2.300,1.200,-1.200,0,342.1400000,2.9360000,-2.8880000,12.0815000,0.0002030,-0.0002030
HATS-31 b,HATS-31,1,1,Transit,2016,Ground,HATSouth,0,3.37796000,0.00001200,-0.00001200,0,1.640,0.220,-0.220,0,279.69040,38.13960,-38.13960,0,0.88000,0.12000,-0.12000,0,1823,81,-81,0,,6050.00,120.00,-120.00,0,1.27,0.10,-0.10,0,4.300,1.100,-1.100,0,773.9740000,20.3170000,-19.3210000,12.9613000,0.0003940,-0.0003940
HATS-32 b,HATS-32,1,1,Transit,2016,Ground,HATSouth,0,2.81265480,0.00000550,-0.00000550,0,1.249,0.144,-0.096,0,292.40360,31.78300,-31.78300,0,0.92000,0.10000,-0.10000,0,1437,58,-58,0,,5700.00,110.00,-110.00,0,1.10,0.04,-0.04,0,3.500,1.800,-1.800,0,745.1160000,17.5030000,-16.7310000,14.2166000,0.0003370,-0.0003370
HATS-33 b,HATS-33,1,1,Transit,2016,Ground,HATSouth,0,2.54955510,0.00000610,-0.00000610,0,1.230,0.112,-0.081,0,378.85336,16.84499,-16.84499,0,1.19200,0.05300,-0.05300,0,1429,38,-38,0,,5659.00,85.00,-85.00,0,1.06,0.03,-0.03,0,3.000,1.700,-1.700,0,248.4600000,2.1640000,-2.1270000,11.7082000,0.0003730,-0.0003730
HATS-34 b,HATS-34,1,1,Transit,2016,Ground,HATSouth,0,2.10616070,0.00000470,-0.00000470,0,1.430,0.190,-0.190,0,299.07803,22.88376,-22.88376,0,0.94100,0.07200,-0.07200,0,1445,42,-42,0,,5380.00,73.00,-73.00,0,0.95,0.03,-0.03,0,7.700,2.700,-2.700,0,508.8420000,3.8960000,-3.8960000,13.6790000,0.0002790,-0.0002790
HATS-35 b,HATS-35,1,1,Transit,2016,Ground,HATSouth,0,1.82099930,0.00000160,-0.00000160,0,1.464,0.069,-0.044,0,388.38826,24.79074,-24.79074,0,1.22200,0.07800,-0.07800,0,2037,43,-43,0,,6300.00,100.00,-100.00,0,1.32,0.04,-0.04,0,2.130,0.510,-0.510,0,514.5550000,10.1990000,-9.8170000,12.4605000,0.0003030,-0.0003030
HATS-36 b,HATS-36,1,1,Transit,2018,Ground,HATSouth,0,4.17523870,0.00000220,-0.00000220,0,1.235,0.043,-0.043,0,1022.14128,19.70546,-19.70546,0,3.21600,0.06200,-0.06200,0,1356,30,-30,0,G0 V,6149.00,76.00,-76.00,0,1.22,0.03,-0.03,0,0.620,0.550,-0.550,0,856.4360000,21.8740000,-20.8290000,14.2330000,0.0004110,-0.0004110
HATS-37 A b,HATS-37 A,2,1,Transit,2020,Ground,HATSouth,0,4.33153660,0.00000410,-0.00000410,0,0.606,0.016,-0.016,0,31.46517,13.34886,-13.34886,0,0.09900,0.04200,-0.04200,0,1085,16,-12,0,,5326.00,44.00,-44.00,0,0.84,0.02,-0.01,0,11.460,0.790,-1.450,0,211.8960000,2.8030000,-2.7330000,11.9978000,0.0002340,-0.0002340
HATS-38 b,HATS-38,1,1,Transit,2020,Ground,HATSouth,0,4.37502100,0.00001000,-0.00001000,0,0.614,0.017,-0.017,0,23.51942,3.49613,-3.49613,0,0.07400,0.01100,-0.01100,0,1294,10,-10,0,,5732.00,25.00,-25.00,0,0.89,0.02,-0.01,0,11.890,0.600,-0.600,0,343.5250000,5.1220000,-4.9760000,12.2781000,0.0002270,-0.0002270
HATS-39 b,HATS-39,1,1,Transit,2018,Ground,HATSouth,0,4.57763480,0.00000730,-0.00000730,0,1.570,0.120,-0.120,0,200.23290,41.31790,-41.31790,0,0.63000,0.13000,-0.13000,0,1645,43,-43,0,,6572.00,83.00,-83.00,0,1.38,0.04,-0.04,0,2.060,0.300,-0.300,0,878.5210000,79.9230000,-67.7870000,12.6539000,0.0002010,-0.0002010
HATS-4 b,HATS-4,1,1,Transit,2014,Ground,HATSouth,0,2.51672900,0.00000200,-0.00000200,0,1.020,0.037,-0.037,0,416.03947,12.71320,-12.39537,0,1.30900,0.04000,-0.03900,0,,,,,,5403.00,50.00,-50.00,0,1.00,0.02,-0.02,0,2.100,1.600,-1.600,0,416.4590000,2.7260000,-2.6910000,13.2862000,0.0001720,-0.0001720
HATS-4 b,HATS-4,1,1,Transit,2014,Ground,HATSouth,0,2.51672900,0.00000200,-0.00000200,0,1.020,0.037,-0.037,0,420.47100,8.89900,-8.89900,0,1.32300,0.02800,-0.02800,0,1315,21,-21,0,G,5403.00,50.00,-50.00,0,1.00,0.02,-0.02,0,2.100,1.600,-1.600,0,416.4590000,2.7260000,-2.6910000,13.2862000,0.0001720,-0.0001720
HATS-40 b,HATS-40,1,1,Transit,2018,Ground,HATSouth,0,3.26427360,0.00000580,-0.00000580,0,1.580,0.160,-0.120,0,505.34970,76.27920,-76.27920,0,1.59000,0.24000,-0.24000,0,2101,69,-69,0,,6460.00,130.00,-130.00,0,1.56,0.07,-0.07,0,2.070,0.340,-0.340,0,1342.2900000,31.8000000,-30.3900000,13.2842000,0.0002290,-0.0002290
HATS-41 b,HATS-41,1,1,Transit,2018,Ground,HATSouth,0,4.19364900,0.00001300,-0.00001300,0,1.330,0.290,-0.200,0,3082.95100,508.52800,-508.52800,0,9.70000,1.60000,-1.60000,0,1710,170,-120,0,,6424.00,91.00,-91.00,0,1.50,0.12,-0.08,0,1.340,0.310,-0.510,0,737.6680000,14.2030000,-13.6850000,12.5892000,0.0001770,-0.0001770
HATS-42 b,HATS-42,1,1,Transit,2018,Ground,HATSouth,0,2.29210200,0.00000210,-0.00000210,0,1.400,0.250,-0.140,0,597.52040,47.67450,-47.67450,0,1.88000,0.15000,-0.15000,0,1856,105,-76,0,,6060.00,120.00,-120.00,0,1.27,0.07,-0.07,0,3.260,0.830,-0.830,0,800.3770000,10.5330000,-10.2690000,13.5627000,0.0002730,-0.0002730
HATS-43 b,HATS-43,1,1,Transit,2018,Ground,HATSouth,0,4.38884970,0.00000590,-0.00000590,0,1.180,0.050,-0.050,0,82.95363,17.16282,-17.16282,0,0.26100,0.05400,-0.05400,0,1003,27,-27,0,,5099.00,61.00,-61.00,0,0.84,0.02,-0.02,0,8.600,3.000,-4.800,0,362.2730000,2.2590000,-2.2320000,13.4014000,0.0006430,-0.0006430
HATS-44 b,HATS-44,1,1,Transit,2018,Ground,HATSouth,0,2.74390040,0.00000320,-0.00000320,0,1.067,0.125,-0.071,0,177.98480,34.96130,-34.96130,0,0.56000,0.11000,-0.11000,0,1161,34,-34,0,,5080.00,100.00,-100.00,0,0.86,0.02,-0.02,0,9.700,2.400,-4.000,0,446.0350000,3.2410000,-3.1960000,14.1595000,0.0002360,-0.0002360
HATS-45 b,HATS-45,1,1,Transit,2018,Ground,HATSouth,0,4.18762440,0.00000560,-0.00000560,0,1.286,0.093,-0.093,0,222.48100,47.67450,-47.67450,0,0.70000,0.15000,-0.15000,0,1518,45,-45,0,,6450.00,110.00,-110.00,0,1.27,0.05,-0.05,0,1.520,0.700,-0.700,0,772.1100000,11.3030000,-10.9870000,13.2385000,0.0001470,-0.0001470
HATS-46 b,HATS-46,1,1,Transit,2018,Ground,HATSouth,0,4.74237290,0.00000490,-0.00000490,0,0.903,0.058,-0.045,0,54.98459,19.70546,-19.70546,0,0.17300,0.06200,-0.06200,0,1054,29,-29,0,,5495.00,69.00,-69.00,0,0.92,0.03,-0.03,0,3.000,3.400,-2.100,0,453.8080000,3.9270000,-3.8610000,13.5270000,0.0002630,-0.0002630
HATS-47 b,HATS-47,1,1,Transit,2020,Ground,HATSouth,0,3.92280380,0.00000220,-0.00000220,0,1.117,0.014,-0.014,0,117.27927,9.85273,-6.67443,0,0.36900,0.03100,-0.02100,0,853,5,-5,0,,4512.00,19.00,-19.00,0,0.67,0.02,-0.01,0,8.100,2.900,-4.300,0,300.6700000,3.8530000,-3.7590000,14.3998000,0.0003780,-0.0003780
HATS-48 A b,HATS-48 A,2,1,Transit,2020,Ground,HATSouth,0,3.13166660,0.00000370,-0.00000370,0,0.800,0.015,-0.015,0,77.23269,6.99226,-9.53490,0,0.24300,0.02200,-0.03000,0,955,5,-5,0,,4546.00,23.00,-18.00,0,0.73,0.01,-0.01,0,11.970,0.420,-0.610,0,263.6090000,1.6690000,-1.6490000,13.8951000,0.0002160,-0.0002160
HATS-49 b,HATS-49,1,1,Transit,2020,Ground,HATSouth,0,4.14804670,0.00000370,-0.00000370,0,0.765,0.013,-0.013,0,112.19399,12.07754,-8.58141,0,0.35300,0.03800,-0.02700,0,835,4,-4,0,,4405.00,15.00,-15.00,0,0.71,0.01,-0.01,0,10.500,1.400,-2.000,0,324.4130000,2.3870000,-2.3530000,14.5449000,0.0003060,-0.0003060
HATS-5 b,HATS-5,1,1,Transit,2014,Ground,HATSouth,0,4.76338700,0.00001000,-0.00001000,0,0.912,0.025,-0.025,0,75.32300,3.81400,-3.91400,0,0.23700,0.01200,-0.01200,0,1025,17,-17,0,G,5304.00,50.00,-50.00,0,0.94,0.03,-0.03,0,3.600,2.600,-1.900,0,246.3840000,1.7420000,-1.7190000,12.4288000,0.0001480,-0.0001480
HATS-5 b,HATS-5,1,1,Transit,2014,Ground,HATSouth,0,4.76338700,0.00001000,-0.00001000,0,0.912,0.025,-0.025,0,75.64354,4.44962,-4.44962,0,0.23800,0.01400,-0.01400,0,,,,,,5304.00,50.00,-50.00,0,0.94,0.03,-0.03,0,3.600,2.600,-1.900,0,246.3840000,1.7420000,-1.7190000,12.4288000,0.0001480,-0.0001480
HATS-50 b,HATS-50,1,1,Transit,2017,Ground,HATSouth,0,3.82970150,0.00000460,-0.00000460,0,1.130,0.075,-0.075,0,123.95370,31.78300,-31.78300,0,0.39000,0.10000,-0.10000,0,,,,,,5990.00,110.00,-110.00,0,1.17,0.04,-0.04,0,1.200,1.100,-1.100,0,756.7420000,16.9780000,-16.2610000,13.8936000,0.0002580,-0.0002580
HATS-51 b,HATS-51,1,1,Transit,2017,Ground,HATSouth,0,3.34887020,0.00000390,-0.00000390,0,1.410,0.190,-0.190,0,244.09344,14.30235,-14.30235,0,0.76800,0.04500,-0.04500,0,1553,92,-92,0,,5758.00,58.00,-58.00,0,1.19,0.06,-0.06,0,4.740,0.700,-0.510,0,389.5700000,3.9490000,-3.8720000,12.3293000,0.0001720,-0.0001720
